normal_displacement,normal_x,normal_y,normal_z,id,x,y,z
0,1,0,0,0,0,0,0
-4.982284657108374e-06,1,0,0,1,1,0,0
-5.003408846742561e-06,1,0,0,2,1,0.5,0
0,1,0,0,3,0,0.5,0
0,1,0,0,4,0,0,0.5
-4.989203621119531e-06,1,0,0,5,1,0,0.5
-5.002209800102696e-06,1,0,0,6,1,0.5,0.5
0,1,0,0,7,0,0.5,0.5
-2.511158202214389e-06,1,0,0,8,0.5,0,0
-4.972717448519955e-06,1,0,0,9,1,0.25,0
-2.398247478517565e-06,1,0,0,10,0.5,0.5,0
0,1,0,0,11,0,0.25,0
0,1,0,0,12,0,0,0.25
-4.973554921914221e-06,1,0,0,13,1,0,0.25
-4.987548897113778e-06,1,0,0,14,1,0.5,0.25
0,1,0,0,15,0,0.5,0.25
-2.395822652177876e-06,1,0,0,16,0.5,0,0.5
-4.974111029155049e-06,1,0,0,17,1,0.25,0.5
-2.277467068620462e-06,1,0,0,18,0.5,0.5,0.5
0,1,0,0,19,0,0.25,0.5
-4.98183364773497e-06,1,0,0,20,1,1,0
0,1,0,0,21,0,1,0
-4.988285753164678e-06,1,0,0,22,1,1,0.5
0,1,0,0,23,0,1,0.5
-4.974164790500589e-06,1,0,0,24,1,0.75,0
-2.510962162840229e-06,1,0,0,25,0.5,1,0
0,1,0,0,26,0,0.75,0
-4.972551847667057e-06,1,0,0,27,1,1,0.25
0,1,0,0,28,0,1,0.25
-4.975275601245828e-06,1,0,0,29,1,0.75,0.5
-2.395519988887372e-06,1,0,0,30,0.5,1,0.5
0,1,0,0,31,0,0.75,0.5
0,1,0,0,32,0,0,1
-4.973233250881891e-06,1,0,0,33,1,0,1
-4.993437465852389e-06,1,0,0,34,1,0.5,1
0,1,0,0,35,0,0.5,1
0,1,0,0,36,0,0,0.75
-4.98330160170128e-06,1,0,0,37,1,0,0.75
-4.993996891977478e-06,1,0,0,38,1,0.5,0.75
0,1,0,0,39,0,0.5,0.75
-2.507090457039902e-06,1,0,0,40,0.5,0,1
-4.962045846101302e-06,1,0,0,41,1,0.25,1
-2.394453068824759e-06,1,0,0,42,0.5,0.5,1
0,1,0,0,43,0,0.25,1
-4.972799969731731e-06,1,0,0,44,1,1,1
0,1,0,0,45,0,1,1
-4.982233795392165e-06,1,0,0,46,1,1,0.75
0,1,0,0,47,0,1,0.75
-4.963506822701869e-06,1,0,0,48,1,0.75,1
-2.506904365987348e-06,1,0,0,49,0.5,1,1
0,1,0,0,50,0,0.75,1
-5.035773779326303e-06,1,0,0,51,1,0,0
-1e-05,1,0,0,52,2,0,0
-1e-05,1,0,0,53,2,0.28,0
-5.01425248937495e-06,1,0,0,54,1,0.28,0
-5.027751138026405e-06,1,0,0,55,1,0,0.43
-1e-05,1,0,0,56,2,0,0.43
-1e-05,1,0,0,57,2,0.28,0.43
-5.005298044107215e-06,1,0,0,58,1,0.28,0.43
-7.460531868840206e-06,1,0,0,59,1.5,0,0
-1e-05,1,0,0,60,2,0.14,0
-7.573016216505218e-06,1,0,0,61,1.5,0.28,0
-5.019740017474439e-06,1,0,0,62,1,0.14,0
-5.032639785052993e-06,1,0,0,63,1,0,0.215
