increment,time_s,node,temperature_k,u1_m,u2_m,u3_m,reaction_heat_flux_w,rf1_n,rf2_n,rf3_n
1,1000,1,660,5.408202309369552e-07,-1.656573887928112e-41,-7.887789754884593e-43,0.02796012702671158,0,32.25106118537806,1.768863695467116
1,1000,2,654.0274630611091,1.406042114768608e-06,3.107669160661931e-35,2.03156041759781e-36,0,0,-4.862725119934389,0.4766401281477859
1,1000,3,650.9016177573235,2.158948880241e-06,-2.443943190970627e-41,-3.542932393919272e-42,0,0,-27.52268174402768,-2.245452473252686
1,1000,4,660,4.996527402928687e-07,2.0696293225646e-07,-1.768864022716692e-36,0.05592041802888753,0,0,3.537726954975516
1,1000,5,654.0274659045783,1.299013565829654e-06,5.380691630455683e-07,1.554965875404019e-36,0,0,0,0.9532342757755372
1,1000,6,650.9014724667411,1.994608000780737e-06,8.261942597782052e-07,2.245501162144222e-36,0,0,0,-4.490961232148756
1,1000,7,660,3.824176448792784e-07,3.824176448792791e-07,-1.768864051204727e-36,0.05592016916411116,0,0,3.537726519018318
1,1000,8,654.02745393781,9.942220346474597e-07,9.942220346474602e-07,1.555009968607933e-36,0,0,0,0.9531882952552366
1,1000,9,650.9014623604477,1.526606661167845e-06,1.526606661167846e-06,2.245505171594121e-36,0,0,0,-4.491017517792104
1,1000,10,660,2.069629322564596e-07,4.996527402928696e-07,-1.768864512794676e-36,0.05592041802888892,0,0,3.537726954975817
1,1000,11,654.0274659045783,5.380691630455678e-07,1.299013565829654e-06,1.554964382324038e-36,0,0,0,0.9532342757754426
1,1000,12,650.9014724667411,8.261942597782044e-07,1.994608000780737e-06,2.245452939468891e-36,0,0,0,-4.490961232148587
1,1000,13,660,-1.65657396228611e-41,5.408202309369564e-07,-7.887789261340997e-43,0.02796012702671096,32.25106118537856,0,1.768863695467093
1,1000,14,654.0274630611091,3.107669160661856e-35,1.406042114768608e-06,2.031560417597995e-36,0,-4.862725119933859,0,0.4766401281476451
1,1000,15,650.9016177573234,-2.443943229521861e-41,2.158948880241e-06,-3.542932399487169e-42,0,-27.52268174402753,0,-2.245452473252724
1,1000,16,660,5.439925857152876e-07,-3.293027798415491e-35,7.209884937638562e-06,0.05592364916309973,0,64.88554787822076,0
1,1000,17,654.0285714066492,1.413352449575899e-06,3.573273221705245e-35,7.2087464865207e-06,0,0,-9.762250286975856,0
1,1000,18,650.9039518601811,2.168291654103538e-06,2.755289002313147e-35,7.207969361464208e-06,0,0,-55.36244389776753,0
1,1000,19,660,5.025836146416409e-07,2.081769413382485e-07,7.209884938358964e-06,0.1118476258075589,0,0,0
1,1000,20,654.028574230596,1.305767435804642e-06,5.408667124685194e-07,7.20874648313683e-06,0,0,0,0
1,1000,21,650.9038073530169,2.003239591629985e-06,8.297695925946961e-07,7.207969352822523e-06,0,0,0,0
1,1000,22,660,3.846608401626085e-07,3.846608401626082e-07,7.209884939079369e-06,0.1118471287453424,0,0,0
1,1000,23,654.0285623259372,9.993912265490582e-07,9.993912265490578e-07,7.20874647975296e-06,0,0,0,0
1,1000,24,650.9037972933229,1.533212995523157e-06,1.533212995523156e-06,7.207969344180838e-06,0,0,0,0
1,1000,25,660,2.081769413382488e-07,5.025836146416403e-07,7.209884938358965e-06,0.11184762580756,0,0,0
1,1000,26,654.0285742305958,5.408667124685196e-07,1.305767435804642e-06,7.20874648313683e-06,0,0,0,0
1,1000,27,650.903807353017,8.297695925946964e-07,2.003239591629985e-06,7.207969352822524e-06,0,0,0,0
1,1000,28,660,-3.29302779841556e-35,5.43992585715287e-07,7.209884937638562e-06,0.05592364916309819,64.88554787822044,0,0
1,1000,29,654.0285714066493,3.573273221705157e-35,1.413352449575898e-06,7.2087464865207e-06,0,-9.762250286976933,0,0
1,1000,30,650.903951860181,2.755289002313119e-35,2.168291654103538e-06,7.207969361464208e-06,0,-55.36244389776822,0,0
1,1000,31,660,5.385010289672055e-07,-3.207211400328421e-35,1.441381872404604e-05,0.05591170849898549,0,65.56293787068076,0
1,1000,32,654.0230786462944,1.403359370676893e-06,3.532192804529092e-35,1.441985395202764e-05,0,0,-8.053167961534175,0
1,1000,33,650.8941847956322,2.15586998135991e-06,2.722440296851484e-35,1.442436611148169e-05,0,0,-54.35796892677823,0
1,1000,34,660,4.975100769302483e-07,2.060754121763567e-07,1.441381872102537e-05,0.1118237452019878,0,0,0
1,1000,35,654.0230814990151,1.296535032373715e-06,5.370425188919442e-07,1.441985396684285e-05,0,0,0,0
1,1000,36,650.8940391010842,1.991763464371555e-06,8.250160133599117e-07,1.442436614996137e-05,0,0,0,0
1,1000,37,660,3.807777213170793e-07,3.807777213170792e-07,1.441381871800469e-05,0.1118232471108757,0,0,0
1,1000,38,654.0230694996981,9.92325045353983e-07,9.923250453539828e-07,1.441985398165806e-05,0,0,0,0
1,1000,39,650.8940289698202,1.524429543154183e-06,1.524429543154181e-06,1.442436618844105e-05,0,0,0,0
1,1000,40,660,2.060754121763569e-07,4.975100769302481e-07,1.441381872102537e-05,0.1118237452019908,0,0,0
1,1000,41,654.0230814990152,5.370425188919446e-07,1.296535032373715e-06,1.441985396684285e-05,0,0,0,0
1,1000,42,650.8940391010842,8.25016013359913e-07,1.991763464371556e-06,1.442436614996137e-05,0,0,0,0
1,1000,43,660,-3.207211400328378e-35,5.385010289672053e-07,1.441381872404604e-05,0.0559117084989825,65.56293787067963,0,0
1,1000,44,654.0230786462944,3.532192804529118e-35,1.403359370676893e-06,1.441985395202764e-05,0,-8.053167961536797,0,0
1,1000,45,650.8941847956323,2.722440296851539e-35,2.155869981359912e-06,1.442436611148169e-05,0,-54.3579689267798,0,0
1,1000,46,660,5.473233082640132e-07,-1.879682584960804e-41,2.165932793000123e-05,0.02789543807263341,0,31.088375942662,0
1,1000,47,654.0512791775528,1.415906731559773e-06,3.120851602819757e-35,2.163285550227219e-05,0,0,-6.108576671983997,0
1,1000,48,650.9397974973073,2.172739763006127e-06,-2.490698114454919e-41,2.161263883240843e-05,0,0,-27.75810830350941,0
1,1000,49,660,5.056608011716641e-07,2.094515531294075e-07,2.165932794182647e-05,0.0557910392037786,0,0,0
1,1000,50,654.051281980355,1.308127286319401e-06,5.418441943467135e-07,2.163285544257339e-05,0,0,0,0
1,1000,51,650.9396539752253,2.007349122823985e-06,8.314718099528305e-07,2.161263867572087e-05,0,0,0,0
1,1000,52,660,3.870160165488738e-07,3.870160165488736e-07,2.165932795365171e-05,0.05579079168874773,0,0,0
1,1000,53,654.0512701561184,1.001197379102869e-06,1.001197379102869e-06,2.163285538287459e-05,0,0,0,0
1,1000,54,650.9396439765416,1.536358302211587e-06,1.536358302211586e-06,2.161263851903331e-05,0,0,0,0
1,1000,55,660,2.094515531294074e-07,5.056608011716639e-07,2.165932794182648e-05,0.05579103920377793,0,0,0
1,1000,56,654.051281980355,5.418441943467135e-07,1.308127286319401e-06,2.163285544257339e-05,0,0,0,0
1,1000,57,650.9396539752255,8.314718099528312e-07,2.007349122823985e-06,2.161263867572087e-05,0,0,0,0
1,1000,58,660,-1.879682577624135e-41,5.473233082640132e-07,2.165932793000123e-05,0.02789543807263471,31.08837594266187,0,0
1,1000,59,654.0512791775528,3.120851602819761e-35,1.415906731559773e-06,2.16328555022722e-05,0,-6.108576671984846,0,0
1,1000,60,650.9397974973072,-2.49069808091187e-41,2.172739763006128e-06,2.161263883240843e-05,0,-27.75810830351008,0,0
1,1000,61,600.2119350784363,2.122310745018502e-09,1.899448469828579e-44,1.457458719871346e-45,0,0,1.031217865007376e-06,3.763540122834774e-06
1,1000,62,600,2.490593240870067e-09,6.403005590861665e-45,1.592650202263394e-45,-0.02640208252941182,0,8.502873140680477e-07,-4.43658868112925e-06
1,1000,63,600.2119528626155,1.960753409477836e-09,8.121414912460016e-10,-4.384169446873295e-42,0,0,0,8.215684751513749e-06
1,1000,64,600,2.301014663917126e-09,9.53085331977284e-10,3.83447129921482e-42,-0.05280592564597866,0,0,-8.215684327871959e-06
1,1000,65,600.2119510093981,1.500675276320361e-09,1.500675276320436e-09,-4.451003568242932e-42,0,0,0,8.904289255690351e-06
1,1000,66,600,1.761111236487514e-09,1.761111236487653e-09,3.780331261760815e-42,-0.05280659072536757,0,0,-7.558191293446535e-06
1,1000,67,600.2119528626155,8.121414912458909e-10,1.96075340947775e-09,-3.8289166587437e-42,0,0,0,8.215684746422463e-06
1,1000,68,600,9.530853319770853e-10,2.301014663917002e-09,4.384041425008102e-42,-0.05280592564597814,0,0,-8.215684327561413e-06
1,1000,69,600.2119350784363,1.899448068897886e-44,2.122310745018325e-09,1.457456179006919e-45,0,1.031217864316644e-06,0,3.7635401195573e-06
1,1000,70,600,6.403005094414856e-45,2.490593240869798e-09,1.592646777821844e-45,-0.02640208252941155,8.502873174110009e-07,0,-4.436588680884304e-06
1,1000,71,600.2119427246238,2.122020869819905e-09,4.227526179702631e-42,7.06510278593194e-09,0,0,-1.212345937670843e-06,0
1,1000,72,600,2.49023673820826e-09,1.903264353239571e-42,7.065112520499576e-09,-0.05280413244552865,0,-1.038165583951078e-06,0
1,1000,73,600.2119604221338,1.960485087717553e-09,8.120285634870466e-10,7.065103273368778e-09,0,0,0,0
1,1000,74,600,2.300685175737175e-09,9.529474644790663e-10,7.065113001634126e-09,-0.1056117812745073,0,0,0
1,1000,75,600.2119585779311,1.500468553701675e-09,1.500468553701657e-09,7.065103760805598e-09,0,0,0,0
1,1000,76,600,1.760858211531666e-09,1.760858211531625e-09,7.065113482768655e-09,-0.1056131096152185,0,0,0
1,1000,77,600.2119604221338,8.120285634871148e-10,1.960485087717557e-09,7.06510327336871e-09,0,0,0,0
1,1000,78,600,9.529474644791468e-10,2.300685175737182e-09,7.065113001634046e-09,-0.1056117812745156,0,0,0
1,1000,79,600.2119427246238,4.227526167508761e-42,2.122020869819911e-09,7.06510278593184e-09,0,-1.212345928066331e-06,0,0
1,1000,80,600,1.903264353021704e-42,2.490236738208314e-09,7.065112520499458e-09,-0.0528041324455312,-1.038165582577667e-06,0,0
1,1000,81,600.2119191784092,2.122287579597988e-09,-6.025743924198402e-42,1.412979720581707e-08,0,0,-9.990373964668742e-08,0
1,1000,82,600,2.490557981046806e-09,-2.172799530724534e-42,1.412976262555974e-08,-0.0528066962763148,0,-5.795077567584798e-08,0
1,1000,83,600.2119369898454,1.960732525265203e-09,8.121334334589406e-10,1.412979483241837e-08,0,0,0,0
1,1000,84,600,2.300982931337219e-09,9.530723035641074e-10,1.412976012198556e-08,-0.1056169163521237,0,0,0
1,1000,85,600.2119351337254,1.500660009364714e-09,1.500660009364584e-09,1.412979245901966e-08,0,0,0,0
1,1000,86,600,1.761087657407781e-09,1.761087657407602e-09,1.412975761841137e-08,-0.1056182475127283,0,0,0
1,1000,87,600.2119369898455,8.121334334590598e-10,1.960732525265208e-09,1.412979483241838e-08,0,0,0,0
1,1000,88,600,9.530723035643072e-10,2.300982931337273e-09,1.412976012198558e-08,-0.1056169163521525,0,0,0
1,1000,89,600.2119191784093,-6.025743927312726e-42,2.122287579598079e-09,1.41297972058171e-08,0,-9.99037287327814e-08,0,0
1,1000,90,600,-2.172799530515383e-42,2.490557981046985e-09,1.412976262555978e-08,-0.05280669627632743,-5.795077672700909e-08,0,0
1,1000,91,600.2120668448667,2.123110516308943e-09,1.933728749788944e-44,2.119673434034892e-08,0,0,3.527408355652279e-07,0
1,1000,92,600,2.491523112587474e-09,6.509962897920452e-45,2.119668380597474e-08,-0.02641202888170681,0,1.741294161849065e-07,0
1,1000,93,600.2120845128875,1.961491213801206e-09,8.124453039666481e-10,2.119674465757194e-08,0,0,0,0
1,1000,94,600,2.301872467151009e-09,9.53439702375165e-10,2.119669484485406e-08,-0.05282581447818059,0,0,0
1,1000,95,600.2120826723153,1.501238162681477e-09,1.501238162680998e-09,2.119675497479502e-08,0,0,0,0
1,1000,96,600,1.761766275704598e-09,1.761766275704217e-09,2.119670588373345e-08,-0.05282647812098142,0,0,0
1,1000,97,600.2120845128875,8.124453039667751e-10,1.961491213800607e-09,2.119674465757211e-08,0,0,0,0
1,1000,98,600,9.534397023752655e-10,2.301872467150508e-09,2.119669484485427e-08,-0.05282581447818151,0,0,0
